date,NOKBRL CURNCY
03/01/2021,0.6593
02/26/2021,0.646
02/25/2021,0.6512
02/24/2021,0.6461
02/23/2021,0.6424
02/22/2021,0.6442
02/19/2021,0.6359
02/18/2021,0.6415
02/17/2021,0.6368
02/16/2021,0.6364
02/15/2021,0.64
02/12/2021,0.6346
02/11/2021,0.6332
02/10/2021,0.6362
02/09/2021,0.6367
02/08/2021,0.6313
02/05/2021,0.6299
02/04/2021,0.6282
02/03/2021,0.6236
02/02/2021,0.624
02/01/2021,0.6311
01/29/2021,0.6385
01/28/2021,0.6328
01/27/2021,0.6257
01/26/2021,0.6267
01/25/2021,0.6406
01/22/2021,0.6432
01/21/2021,0.6366
01/20/2021,0.6231
01/19/2021,0.6275
01/18/2021,0.6158
01/15/2021,0.6174
01/14/2021,0.614
01/13/2021,0.6254
01/12/2021,0.6301
01/11/2021,0.643
01/08/2021,0.6431
01/07/2021,0.6418
01/06/2021,0.6318
01/05/2021,0.6244
01/04/2021,0.6194
01/01/2021,0.6057
12/31/2020,0.6054
12/30/2020,0.6082
12/29/2020,0.6044
12/28/2020,0.6075
12/25/2020,0.6046
12/24/2020,0.6015
12/23/2020,0.6034
12/22/2020,0.59
12/21/2020,0.5938
12/18/2020,0.5945
12/17/2020,0.5906
12/16/2020,0.5863
12/15/2020,0.5834
12/14/2020,0.5858
12/11/2020,0.5745
12/10/2020,0.5728
12/09/2020,0.5857
12/08/2020,0.5841
12/07/2020,0.5833
12/04/2020,0.5859
12/03/2020,0.588
12/02/2020,0.5929
12/01/2020,0.5913
11/30/2020,0.5989
11/27/2020,0.605
11/26/2020,0.6011
11/25/2020,0.603
11/24/2020,0.6038
11/23/2020,0.6019
11/20/2020,0.5963
11/19/2020,0.5895
11/18/2020,0.5948
11/17/2020,0.5877
11/16/2020,0.5979
11/13/2020,0.5956
11/12/2020,0.595
11/11/2020,0.5936
11/10/2020,0.6009
11/09/2020,0.5955
11/06/2020,0.5859
11/05/2020,0.6028
11/04/2020,0.6075
11/03/2020,0.6137
11/02/2020,0.6009
10/30/2020,0.6023
10/29/2020,0.6056
10/28/2020,0.6138
10/27/2020,0.6218
10/26/2020,0.6084
10/23/2020,0.6084
10/22/2020,0.6042
10/21/2020,0.6081
10/20/2020,0.6038
10/19/2020,0.6015
10/16/2020,0.602
10/15/2020,0.6004
10/14/2020,0.6052
10/13/2020,0.6026
10/12/2020,0.6053
10/09/2020,0.6057
10/08/2020,0.6046
10/07/2020,0.6034
10/06/2020,0.5973
10/05/2020,0.6062
10/02/2020,0.61
10/01/2020,0.6073
09/30/2020,0.6011
09/29/2020,0.5978
09/28/2020,0.5971
09/25/2020,0.5809
09/24/2020,0.5801
09/23/2020,0.5897
09/22/2020,0.5856
09/21/2020,0.5828
09/18/2020,0.5928
09/17/2020,0.579
09/16/2020,0.5805
09/15/2020,0.5844
09/14/2020,0.5835
09/11/2020,0.5885
09/10/2020,0.586
09/09/2020,0.5884
09/08/2020,0.5869
09/07/2020,0.5932
09/04/2020,0.5951
09/03/2020,0.5936
09/02/2020,0.6043
09/01/2020,0.6158
08/31/2020,0.6288
08/28/2020,0.613
08/27/2020,0.6247
08/26/2020,0.6311
08/25/2020,0.6151
08/24/2020,0.6231
08/21/2020,0.6235
08/20/2020,0.6232
08/19/2020,0.6225
08/18/2020,0.618
08/17/2020,0.6227
08/14/2020,0.61
08/13/2020,0.6044
08/12/2020,0.6074
08/11/2020,0.5974
08/10/2020,0.6065
08/07/2020,0.6015
08/06/2020,0.5946
08/05/2020,0.5914
08/04/2020,0.5819
08/03/2020,0.5828
07/31/2020,0.5737
07/30/2020,0.5682
07/29/2020,0.5728
07/28/2020,0.5657
07/27/2020,0.5666
07/24/2020,0.5717
07/23/2020,0.5652
07/22/2020,0.5588
07/21/2020,0.5677
07/20/2020,0.5779
07/17/2020,0.5795
07/16/2020,0.5733
07/15/2020,0.5795
07/14/2020,0.5718
07/13/2020,0.5715
07/10/2020,0.5649
07/09/2020,0.5644
07/08/2020,0.5695
07/07/2020,0.5671
07/06/2020,0.5697
07/03/2020,0.561
07/02/2020,0.5624
07/01/2020,0.5592
06/30/2020,0.5678
06/29/2020,0.5587
06/26/2020,0.5655
06/25/2020,0.5555
06/24/2020,0.553
06/23/2020,0.5413
06/22/2020,0.5475
06/19/2020,0.5508
06/18/2020,0.5639
06/17/2020,0.5493
06/16/2020,0.5476
06/15/2020,0.5405
06/12/2020,0.5238
06/11/2020,0.5172
06/10/2020,0.5347
06/09/2020,0.5281
06/08/2020,0.5205
06/05/2020,0.5331
06/04/2020,0.5473
06/03/2020,0.5355
06/02/2020,0.545
06/01/2020,0.5583
05/29/2020,0.5493
05/28/2020,0.5533
05/27/2020,0.5347
05/26/2020,0.5408
05/25/2020,0.5414
05/22/2020,0.5529
05/21/2020,0.5584
05/20/2020,0.5747
05/19/2020,0.5767
05/18/2020,0.5697
05/15/2020,0.5722
05/14/2020,0.5726
05/13/2020,0.579
05/12/2020,0.5785
05/11/2020,0.5651
05/08/2020,0.5609
05/07/2020,0.5695
05/06/2020,0.5561
05/05/2020,0.5437
05/04/2020,0.5368
05/01/2020,0.5331
04/30/2020,0.5353
04/29/2020,0.517
04/28/2020,0.5291
04/27/2020,0.5374
04/24/2020,0.5265
04/23/2020,0.5204
04/22/2020,0.507
04/21/2020,0.4996
04/20/2020,0.5084
04/17/2020,0.5067
04/16/2020,0.5008
04/15/2020,0.4985
04/14/2020,0.5009
04/13/2020,0.504
04/10/2020,0.5006
04/09/2020,0.4989
04/08/2020,0.4996
04/07/2020,0.5082
04/06/2020,0.5065
04/03/2020,0.5044
04/02/2020,0.5057
04/01/2020,0.5025
03/31/2020,0.5006
03/30/2020,0.4927
03/27/2020,0.4865
03/26/2020,0.4828
03/25/2020,0.4685
03/24/2020,0.4584
03/23/2020,0.4433
03/20/2020,0.4291
03/19/2020,0.4529
03/18/2020,0.453
03/17/2020,0.478
03/16/2020,0.4867
03/13/2020,0.4821
03/12/2020,0.4722
03/11/2020,0.4973
03/10/2020,0.4835
03/09/2020,0.4934
03/06/2020,0.5
03/05/2020,0.4963
03/04/2020,0.4954
03/03/2020,0.4868
03/02/2020,0.4816
02/28/2020,0.476
02/27/2020,0.4776
02/26/2020,0.4735
02/25/2020,0.4688
02/24/2020,0.4689
02/21/2020,0.4728
02/20/2020,0.4715
02/19/2020,0.4708
02/18/2020,0.4669
02/17/2020,0.4675
02/14/2020,0.4647
02/13/2020,0.4703
02/12/2020,0.4721
02/11/2020,0.4684
02/10/2020,0.4656
02/07/2020,0.4646
02/06/2020,0.4646
02/05/2020,0.4598
02/04/2020,0.4619
02/03/2020,0.4583
01/31/2020,0.4653
01/30/2020,0.4621
01/29/2020,0.4618
01/28/2020,0.4603
01/27/2020,0.4602
01/24/2020,0.4622
01/23/2020,0.4636
01/22/2020,0.4658
01/21/2020,0.4683
01/20/2020,0.4693
01/17/2020,0.4671
01/16/2020,0.4709
01/15/2020,0.4711
01/14/2020,0.4656
01/13/2020,0.466
01/10/2020,0.4609
01/09/2020,0.4607
01/08/2020,0.4584
01/07/2020,0.4598
01/06/2020,0.462
01/03/2020,0.4603
01/02/2020,0.4579
01/01/2020,0.4578
12/31/2019,0.4578
12/30/2019,0.4558
12/27/2019,0.4588
12/26/2019,0.4565
12/25/2019,0.457
12/24/2019,0.4584
12/23/2019,0.456
12/20/2019,0.4572
12/19/2019,0.4537
12/18/2019,0.4512
12/17/2019,0.4513
12/16/2019,0.451
12/13/2019,0.4549
12/12/2019,0.4506
12/11/2019,0.4526
12/10/2019,0.4518
12/09/2019,0.453
12/06/2019,0.4537
12/05/2019,0.4581
12/04/2019,0.4587
12/03/2019,0.4579
12/02/2019,0.4609
11/29/2019,0.4599
11/28/2019,0.4569
11/27/2019,0.4654
11/26/2019,0.4618
11/25/2019,0.4606
11/22/2019,0.4578
11/21/2019,0.4585
11/20/2019,0.4594
11/19/2019,0.4597
11/18/2019,0.4627
11/15/2019,0.4618
11/14/2019,0.4578
11/13/2019,0.4542
11/12/2019,0.4548
11/11/2019,0.4546
11/08/2019,0.456
11/07/2019,0.4501
11/06/2019,0.4453
11/05/2019,0.4354
11/04/2019,0.4392
11/01/2019,0.439
10/31/2019,0.4375
10/30/2019,0.4348
10/29/2019,0.4335
10/28/2019,0.433
10/25/2019,0.4357
10/24/2019,0.4424
10/23/2019,0.4425
10/22/2019,0.4464
10/21/2019,0.452
10/18/2019,0.4492
10/17/2019,0.4534
10/16/2019,0.4526
10/15/2019,0.4583
10/14/2019,0.453
10/11/2019,0.4524
10/10/2019,0.4502
10/09/2019,0.4479
10/08/2019,0.447
10/07/2019,0.4494
10/04/2019,0.446
10/03/2019,0.4473
10/02/2019,0.4524
10/01/2019,0.4559
09/30/2019,0.4569
09/27/2019,0.4581
09/26/2019,0.4589
09/25/2019,0.4581
09/24/2019,0.4623
09/23/2019,0.4606
09/20/2019,0.4579
09/19/2019,0.4641
09/18/2019,0.4594
09/17/2019,0.4569
09/16/2019,0.4554
09/13/2019,0.4549
09/12/2019,0.453
09/11/2019,0.4542
09/10/2019,0.4558
09/09/2019,0.459
09/06/2019,0.4525
09/05/2019,0.4563
09/04/2019,0.4532
09/03/2019,0.4578
09/02/2019,0.4602
08/30/2019,0.4544
08/29/2019,0.4584
08/28/2019,0.4607
08/27/2019,0.4584
08/26/2019,0.4616
08/23/2019,0.4605
08/22/2019,0.4534
08/21/2019,0.4503
08/20/2019,0.4515
08/19/2019,0.4538
08/16/2019,0.4447
08/15/2019,0.4428
08/14/2019,0.4506
08/13/2019,0.4472
08/12/2019,0.4469
08/09/2019,0.4436
08/08/2019,0.4389
08/07/2019,0.4434
08/06/2019,0.4448
08/05/2019,0.4452
08/02/2019,0.436
08/01/2019,0.4317
07/31/2019,0.4299
07/30/2019,0.4332
07/29/2019,0.435
07/26/2019,0.4331
07/25/2019,0.4356
07/24/2019,0.4366
07/23/2019,0.4351
07/22/2019,0.4345
07/19/2019,0.4371
07/18/2019,0.4357
07/17/2019,0.4384
07/16/2019,0.4397
07/15/2019,0.4399
07/12/2019,0.4387
07/11/2019,0.4395
07/10/2019,0.4376
07/09/2019,0.4393
07/08/2019,0.4407
07/05/2019,0.4436
07/04/2019,0.4451
07/03/2019,0.4485
07/02/2019,0.4493
07/01/2019,0.4477
06/28/2019,0.4511
06/27/2019,0.4487
06/26/2019,0.4526
06/25/2019,0.4511
06/24/2019,0.451
06/21/2019,0.4497
06/20/2019,0.4487
06/19/2019,0.4412
06/18/2019,0.4418
06/17/2019,0.4451
06/14/2019,0.4469
06/13/2019,0.4435
06/12/2019,0.4465
06/11/2019,0.447
06/10/2019,0.4491
06/07/2019,0.4499
06/06/2019,0.4464
06/05/2019,0.4441
06/04/2019,0.4438
06/03/2019,0.4463
05/31/2019,0.449
05/30/2019,0.4541
05/29/2019,0.4541
05/28/2019,0.4614
05/27/2019,0.4642
05/24/2019,0.4635
05/23/2019,0.4613
05/22/2019,0.461
05/21/2019,0.4609
05/20/2019,0.4658
05/17/2019,0.4659
05/16/2019,0.4624
05/15/2019,0.4592
05/14/2019,0.4546
05/13/2019,0.4554
05/10/2019,0.4539
05/09/2019,0.4494
05/08/2019,0.4481
05/07/2019,0.4542
05/06/2019,0.4549
05/03/2019,0.4527
05/02/2019,0.4528
05/01/2019,0.4521
04/30/2019,0.4543
04/29/2019,0.4555
04/26/2019,0.4529
04/25/2019,0.4559
04/24/2019,0.4621
04/23/2019,0.4587
04/22/2019,0.4631
04/19/2019,0.4625
04/18/2019,0.4614
04/17/2019,0.4641
04/16/2019,0.4598
04/15/2019,0.4557
04/12/2019,0.4574
04/11/2019,0.4523
04/10/2019,0.4503
04/09/2019,0.4501
04/08/2019,0.4505
04/05/2019,0.45
04/04/2019,0.4485
04/03/2019,0.4516
04/02/2019,0.4482
04/01/2019,0.4487
03/29/2019,0.4546
03/28/2019,0.4517
03/27/2019,0.4632
03/26/2019,0.4534
03/25/2019,0.4516
03/22/2019,0.4566
03/21/2019,0.4488
03/20/2019,0.444
03/19/2019,0.4442
03/18/2019,0.4437
03/15/2019,0.4473
03/14/2019,0.4487
03/13/2019,0.4456
03/12/2019,0.4414
03/11/2019,0.4433
03/08/2019,0.4413
03/07/2019,0.4408
03/06/2019,0.4431
03/05/2019,0.4359
03/04/2019,0.4367
03/01/2019,0.4398
02/28/2019,0.4387
02/27/2019,0.4361
02/26/2019,0.4377
02/25/2019,0.4364
02/22/2019,0.4343
02/21/2019,0.4372
02/20/2019,0.4341
02/19/2019,0.4347
02/18/2019,0.4337
02/15/2019,0.4287
02/14/2019,0.4306
02/13/2019,0.4334
02/12/2019,0.4288
02/11/2019,0.4311
02/08/2019,0.4319
02/07/2019,0.4324
02/06/2019,0.4328
02/05/2019,0.4325
02/04/2019,0.4337
02/01/2019,0.4338
01/31/2019,0.4323
01/30/2019,0.4374
01/29/2019,0.4378
01/28/2019,0.4422
01/25/2019,0.4435
01/24/2019,0.4395
01/23/2019,0.4402
01/22/2019,0.4425
01/21/2019,0.4387
01/18/2019,0.4386
01/17/2019,0.4388
01/16/2019,0.4376
01/15/2019,0.4352
01/14/2019,0.4328
01/11/2019,0.4349
01/10/2019,0.4374
01/09/2019,0.4347
01/08/2019,0.4343
01/07/2019,0.4379
01/04/2019,0.4314
01/03/2019,0.4323
01/02/2019,0.4347
01/01/2019,0.4489
12/31/2018,0.4492
12/28/2018,0.4455
12/27/2018,0.4415
12/26/2018,0.4475
12/25/2018,0.4457
12/24/2018,0.4457
12/21/2018,0.4454
12/20/2018,0.4422
12/19/2018,0.4468
12/18/2018,0.448
12/17/2018,0.4509
12/14/2018,0.4548
12/13/2018,0.4547
12/12/2018,0.4499
12/11/2018,0.455
12/10/2018,0.4574
12/07/2018,0.4599
12/06/2018,0.4553
12/05/2018,0.4549
12/04/2018,0.4529
12/03/2018,0.4506
11/30/2018,0.4498
11/29/2018,0.4514
11/28/2018,0.4493
11/27/2018,0.4506
11/26/2018,0.4589
11/23/2018,0.4454
11/22/2018,0.4456
11/21/2018,0.4455
11/20/2018,0.4384
11/19/2018,0.4431
11/16/2018,0.4438
11/15/2018,0.4457
11/14/2018,0.4448
11/13/2018,0.4477
11/12/2018,0.4422
11/09/2018,0.4425
11/08/2018,0.4489
11/07/2018,0.447
11/06/2018,0.4498
11/05/2018,0.4454
11/02/2018,0.4418
11/01/2018,0.4432
10/31/2018,0.4412
10/30/2018,0.4397
10/29/2018,0.4431
10/26/2018,0.4361
10/25/2018,0.4441
10/24/2018,0.4469
10/23/2018,0.4455
10/22/2018,0.4465
10/19/2018,0.4511
10/18/2018,0.4499
10/17/2018,0.449
10/16/2018,0.4571
10/15/2018,0.4583
10/12/2018,0.4627
10/11/2018,0.4603
10/10/2018,0.456
10/09/2018,0.4493
10/08/2018,0.4566
10/05/2018,0.4657
10/04/2018,0.4698
10/03/2018,0.4745
10/02/2018,0.4821
10/01/2018,0.4931
09/28/2018,0.4972
09/27/2018,0.4919
09/26/2018,0.4973
09/25/2018,0.5013
09/24/2018,0.5024
09/21/2018,0.4969
09/20/2018,0.5004
09/19/2018,0.5065
09/18/2018,0.5103
09/17/2018,0.5055
09/14/2018,0.5055
09/13/2018,0.5119
09/12/2018,0.504
09/11/2018,0.4992
09/10/2018,0.4869
09/07/2018,0.4803
09/06/2018,0.4813
09/05/2018,0.4938
09/04/2018,0.4956
09/03/2018,0.4975
08/31/2018,0.4836
08/30/2018,0.4972
08/29/2018,0.4929
08/28/2018,0.4961
08/27/2018,0.4902
08/24/2018,0.4926
08/23/2018,0.4906
08/22/2018,0.4846
08/21/2018,0.4819
08/20/2018,0.47
08/17/2018,0.4625
08/16/2018,0.4604
08/15/2018,0.4624
08/14/2018,0.4596
08/13/2018,0.4647
08/10/2018,0.4619
08/09/2018,0.4567
08/08/2018,0.4591
08/07/2018,0.4573
08/06/2018,0.4528
08/03/2018,0.4493
08/02/2018,0.455
08/01/2018,0.4584
07/31/2018,0.4606
07/30/2018,0.4586
07/27/2018,0.4531
07/26/2018,0.4575
07/25/2018,0.4537
07/24/2018,0.4583
07/23/2018,0.4616
07/20/2018,0.4612
07/19/2018,0.4652
07/18/2018,0.4709
07/17/2018,0.4708
07/16/2018,0.4765
07/13/2018,0.4744
07/12/2018,0.4789
07/11/2018,0.4778
07/10/2018,0.4756
07/09/2018,0.4827
07/06/2018,0.4809
07/05/2018,0.4876
07/04/2018,0.4825
07/03/2018,0.4792
07/02/2018,0.4784
06/29/2018,0.4758
06/28/2018,0.4716
06/27/2018,0.4713
06/26/2018,0.4677
06/25/2018,0.4655
06/22/2018,0.4673
06/21/2018,0.4636
06/20/2018,0.4613
06/19/2018,0.4578
06/18/2018,0.4608
06/15/2018,0.4578
06/14/2018,0.4678
06/13/2018,0.4644
06/12/2018,0.462
06/11/2018,0.4615
06/08/2018,0.461
06/07/2018,0.4853
06/06/2018,0.4765
06/05/2018,0.4699
06/04/2018,0.4611
06/01/2018,0.4598
05/31/2018,0.4559
05/30/2018,0.4554
05/29/2018,0.4505
05/28/2018,0.4561
05/25/2018,0.4468
05/24/2018,0.4504
05/23/2018,0.4492
05/22/2018,0.4525
05/21/2018,0.4568
05/18/2018,0.4601
05/17/2018,0.4554
05/16/2018,0.4549
05/15/2018,0.45
05/14/2018,0.4507
05/11/2018,0.4499
05/10/2018,0.4436
05/09/2018,0.4449
05/08/2018,0.4376
05/07/2018,0.4399
05/04/2018,0.4381
05/03/2018,0.4384
05/02/2018,0.4375
05/01/2018,0.4336
04/30/2018,0.4372
04/27/2018,0.4343
04/26/2018,0.4347
04/25/2018,0.4371
04/24/2018,0.4393
04/23/2018,0.4377
04/20/2018,0.4376
04/19/2018,0.4344
04/18/2018,0.4355
04/17/2018,0.4389
04/16/2018,0.4397
04/13/2018,0.4404
04/12/2018,0.4391
04/11/2018,0.4345
04/10/2018,0.4375
04/09/2018,0.4394
04/06/2018,0.4303
04/05/2018,0.4271
04/04/2018,0.4255
04/03/2018,0.4263
04/02/2018,0.42
03/30/2018,0.4219
03/29/2018,0.4216
03/28/2018,0.4225
03/27/2018,0.431
03/26/2018,0.4314
03/23/2018,0.427
03/22/2018,0.4279
03/21/2018,0.4252
03/20/2018,0.4275
03/19/2018,0.4258
03/16/2018,0.4251
03/15/2018,0.4259
03/14/2018,0.4219
03/13/2018,0.4215
03/12/2018,0.4211
03/09/2018,0.4183
03/08/2018,0.4167
03/07/2018,0.4155
03/06/2018,0.4127
03/05/2018,0.4147
03/02/2018,0.418
03/01/2018,0.4145
02/28/2018,0.41
02/27/2018,0.4124
02/26/2018,0.4124
02/23/2018,0.4123
02/22/2018,0.4141
02/21/2018,0.4156
02/20/2018,0.4145
02/19/2018,0.4158
02/16/2018,0.4152
02/15/2018,0.4157
02/14/2018,0.4126
02/13/2018,0.4209
02/12/2018,0.4187
02/09/2018,0.4162
02/08/2018,0.4144
02/07/2018,0.4136
02/06/2018,0.4155
02/05/2018,0.4164
02/02/2018,0.4159
02/01/2018,0.4144
01/31/2018,0.4129
01/30/2018,0.4121
01/29/2018,0.4092
01/26/2018,0.4097
01/25/2018,0.4067
01/24/2018,0.4061
01/23/2018,0.4138
01/22/2018,0.4077
01/19/2018,0.4064
01/18/2018,0.4088
01/17/2018,0.4091
01/16/2018,0.4095
01/15/2018,0.408
01/12/2018,0.405
01/11/2018,0.4012
01/10/2018,0.3998
01/09/2018,0.4008
01/08/2018,0.4009
01/05/2018,0.4011
01/04/2018,0.401
01/03/2018,0.3993
01/02/2018,0.4011
01/01/2018,0.4041
12/29/2017,0.4031
12/28/2017,0.4015
12/27/2017,0.4008
12/26/2017,0.3985
12/25/2017,0.4003
12/22/2017,0.4007
12/21/2017,0.396
12/20/2017,0.3914
12/19/2017,0.3941
12/18/2017,0.3939
12/15/2017,0.3931
12/14/2017,0.4028
12/13/2017,0.3976
12/12/2017,0.3962
12/11/2017,0.3941
12/08/2017,0.3968
12/07/2017,0.3957
12/06/2017,0.3911
12/05/2017,0.3923
12/04/2017,0.3895
12/01/2017,0.3932
11/30/2017,0.3934
11/29/2017,0.3933
11/28/2017,0.3897
11/27/2017,0.3953
11/24/2017,0.3976
11/23/2017,0.3959
11/22/2017,0.3955
11/21/2017,0.3968
11/20/2017,0.3929
11/17/2017,0.3952
11/16/2017,0.3987
11/15/2017,0.4023
11/14/2017,0.4054
11/13/2017,0.4013
11/10/2017,0.403
11/09/2017,0.3999
11/08/2017,0.3986
11/07/2017,0.4002
11/06/2017,0.3994
11/03/2017,0.4042
11/02/2017,0.4015
11/01/2017,0.4008
10/31/2017,0.4007
10/30/2017,0.4035
10/27/2017,0.3992
10/26/2017,0.4028
10/25/2017,0.4036
10/24/2017,0.4055
10/23/2017,0.4046
10/20/2017,0.3999
10/19/2017,0.3998
10/18/2017,0.3984
10/17/2017,0.3975
10/16/2017,0.4013
10/13/2017,0.3987
10/12/2017,0.4014
10/11/2017,0.4007
10/10/2017,0.3999
10/09/2017,0.3994
10/06/2017,0.3948
10/05/2017,0.394
10/04/2017,0.3938
10/03/2017,0.3939
10/02/2017,0.3942
09/29/2017,0.3973
09/28/2017,0.4009
09/27/2017,0.4014
09/26/2017,0.4013
09/25/2017,0.4041
09/22/2017,0.4006
09/21/2017,0.4023
09/20/2017,0.3986
09/19/2017,0.402
09/18/2017,0.4005
09/15/2017,0.3962
09/14/2017,0.3961
09/13/2017,0.3979
09/12/2017,0.399
09/11/2017,0.3957
09/08/2017,0.3988
09/07/2017,0.4009
09/06/2017,0.3974
09/05/2017,0.4008
09/04/2017,0.402
09/01/2017,0.4026
08/31/2017,0.4057
08/30/2017,0.4046
08/29/2017,0.4081
08/28/2017,0.4085
08/25/2017,0.4074
08/24/2017,0.4013
08/23/2017,0.3993
08/22/2017,0.3997
08/21/2017,0.4008
08/18/2017,0.398
08/17/2017,0.3984
08/16/2017,0.3978
08/15/2017,0.3984
08/14/2017,0.4013
08/11/2017,0.4027
08/10/2017,0.3993
08/09/2017,0.3966
08/08/2017,0.3929
08/07/2017,0.3946
08/04/2017,0.3942
08/03/2017,0.3939
08/02/2017,0.3943
08/01/2017,0.3944
07/31/2017,0.3975
07/28/2017,0.3959
07/27/2017,0.3959
07/26/2017,0.3976
07/25/2017,0.3979
07/24/2017,0.393
07/21/2017,0.3916
07/20/2017,0.3879
07/19/2017,0.391
07/18/2017,0.3901
07/17/2017,0.3901
07/14/2017,0.3886
07/13/2017,0.3888
07/12/2017,0.3872
07/11/2017,0.3931
07/10/2017,0.3909
07/07/2017,0.392
07/06/2017,0.3944
07/05/2017,0.3918
07/04/2017,0.396
07/03/2017,0.3945
06/30/2017,0.3963
06/29/2017,0.3939
06/28/2017,0.3892
06/27/2017,0.3936
06/26/2017,0.3885
06/23/2017,0.3957
06/22/2017,0.3938
06/21/2017,0.391
06/20/2017,0.3894
06/19/2017,0.3862
06/16/2017,0.3897
06/15/2017,0.3848
06/14/2017,0.3888
06/13/2017,0.3933
06/12/2017,0.3915
06/09/2017,0.3882
06/08/2017,0.384
06/07/2017,0.3849
06/06/2017,0.3879
06/05/2017,0.3901
06/02/2017,0.386
06/01/2017,0.3845
05/31/2017,0.3823
05/30/2017,0.3861
05/29/2017,0.387
05/26/2017,0.3892
05/25/2017,0.3899
05/24/2017,0.3934
05/23/2017,0.3905
05/22/2017,0.3918
05/19/2017,0.3885
05/18/2017,0.3982
05/17/2017,0.3737
05/16/2017,0.3657
05/15/2017,0.3635
05/12/2017,0.3649
05/11/2017,0.3652
05/10/2017,0.3673
05/09/2017,0.3672
05/08/2017,0.3698
05/05/2017,0.3701
05/04/2017,0.3674
05/03/2017,0.3659
05/02/2017,0.3669
05/01/2017,0.3697
04/28/2017,0.37
04/27/2017,0.3717
04/26/2017,0.3697
04/25/2017,0.3675
04/24/2017,0.3659
04/21/2017,0.3631
04/20/2017,0.3652
04/19/2017,0.3673
04/18/2017,0.3651
04/17/2017,0.3621
04/14/2017,0.3663
04/13/2017,0.3665
04/12/2017,0.3655
04/11/2017,0.3649
04/10/2017,0.3631
04/07/2017,0.3634
04/06/2017,0.3645
04/05/2017,0.3624
04/04/2017,0.3601
04/03/2017,0.3629
03/31/2017,0.3632
03/30/2017,0.3679
03/29/2017,0.367
03/28/2017,0.3684
03/27/2017,0.3683
03/24/2017,0.3659
03/23/2017,0.3699
03/22/2017,0.365
03/21/2017,0.3646
03/20/2017,0.3624
03/17/2017,0.3651
03/16/2017,0.3667
03/15/2017,0.3653
03/14/2017,0.3679
03/13/2017,0.3681
03/10/2017,0.365
03/09/2017,0.372
03/08/2017,0.37
03/07/2017,0.3692
03/06/2017,0.3695
03/03/2017,0.37
03/02/2017,0.372
03/01/2017,0.3674
02/28/2017,0.3706
02/27/2017,0.3717
02/24/2017,0.3714
02/23/2017,0.3669
02/22/2017,0.3663
02/21/2017,0.3705
02/20/2017,0.3702
02/17/2017,0.3721
02/16/2017,0.3728
02/15/2017,0.3669
02/14/2017,0.3673
02/13/2017,0.3706
02/10/2017,0.3725
02/09/2017,0.3754
02/08/2017,0.3749
02/07/2017,0.375
02/06/2017,0.3776
02/03/2017,0.3799
02/02/2017,0.3785
02/01/2017,0.3801
01/31/2017,0.3821
01/30/2017,0.3762
01/27/2017,0.3765
01/26/2017,0.381
01/25/2017,0.3814
01/24/2017,0.3796
01/23/2017,0.379
01/20/2017,0.377
01/19/2017,0.3784
01/18/2017,0.3802
01/17/2017,0.3802
01/16/2017,0.3801
01/13/2017,0.3789
01/12/2017,0.3738
01/11/2017,0.3741
01/10/2017,0.3713
01/09/2017,0.3743
01/06/2017,0.3777
01/05/2017,0.3774
01/04/2017,0.3743
01/03/2017,0.3771
01/02/2017,0.3772
12/30/2016,0.3763
12/29/2016,0.3765
12/28/2016,0.3764
12/27/2016,0.3757
12/26/2016,0.3774
12/23/2016,0.3762
12/22/2016,0.3773
12/21/2016,0.3832
12/20/2016,0.3854
12/19/2016,0.3874
12/16/2016,0.3911
12/15/2016,0.3889
12/14/2016,0.393
12/13/2016,0.3958
12/12/2016,0.3958
12/09/2016,0.3974
12/08/2016,0.4003
12/07/2016,0.4045
12/06/2016,0.4054
12/05/2016,0.4088
12/02/2016,0.4128
12/01/2016,0.4125
11/30/2016,0.397
11/29/2016,0.3986
11/28/2016,0.3964
11/25/2016,0.3987
11/24/2016,0.3945
11/23/2016,0.3942
11/22/2016,0.3938
11/21/2016,0.3923
11/18/2016,0.3936
11/17/2016,0.4002
11/16/2016,0.4034
11/15/2016,0.4072
11/14/2016,0.4053
11/11/2016,0.4044
11/10/2016,0.4046
11/09/2016,0.3858
11/08/2016,0.3852
11/07/2016,0.3888
11/04/2016,0.3963
11/03/2016,0.3961
11/02/2016,0.3954
11/01/2016,0.394
10/31/2016,0.3862
10/28/2016,0.3879
10/27/2016,0.3833
10/26/2016,0.3796
10/25/2016,0.3761
10/24/2016,0.3786
10/21/2016,0.3819
10/20/2016,0.384
10/19/2016,0.3896
10/18/2016,0.391
10/17/2016,0.3916
10/14/2016,0.39
10/13/2016,0.39
10/12/2016,0.3887
10/11/2016,0.3906
10/10/2016,0.3968
10/07/2016,0.3982
10/06/2016,0.4012
10/05/2016,0.4015
10/04/2016,0.4069
10/03/2016,0.4023
09/30/2016,0.4085
09/29/2016,0.4049
09/28/2016,0.4004
09/27/2016,0.3985
09/26/2016,0.3999
09/23/2016,0.3998
09/22/2016,0.396
09/21/2016,0.3883
09/20/2016,0.3923
09/19/2016,0.3948
09/16/2016,0.3925
09/15/2016,0.4012
09/14/2016,0.4062
09/13/2016,0.4003
09/12/2016,0.3946
09/09/2016,0.3965
09/08/2016,0.3925
09/07/2016,0.3911
09/06/2016,0.3911
09/05/2016,0.3954
09/02/2016,0.3915
09/01/2016,0.3906
08/31/2016,0.3874
